image_path,label
avenue/train/01/0000.jpg,0
avenue/train/01/0001.jpg,0
avenue/train/01/0002.jpg,0
avenue/train/01/0003.jpg,0
avenue/train/01/0004.jpg,0
avenue/train/01/0005.jpg,0
avenue/train/01/0006.jpg,0
avenue/train/01/0007.jpg,0
avenue/train/01/0008.jpg,0
avenue/train/01/0009.jpg,0
avenue/train/01/0010.jpg,0
avenue/train/01/0011.jpg,0
avenue/train/01/0012.jpg,0
avenue/train/01/0013.jpg,0
avenue/train/01/0014.jpg,0
avenue/train/01/0015.jpg,0
avenue/train/01/0016.jpg,0
avenue/train/01/0017.jpg,0
avenue/train/01/0018.jpg,0
avenue/train/01/0019.jpg,0
avenue/train/01/0020.jpg,0
avenue/train/01/0021.jpg,0
avenue/train/01/0022.jpg,0
avenue/train/01/0023.jpg,0
avenue/train/01/0024.jpg,0
avenue/train/01/0025.jpg,0
avenue/train/01/0026.jpg,0
avenue/train/01/0027.jpg,0
avenue/train/01/0028.jpg,0
avenue/train/01/0029.jpg,0
avenue/train/01/0030.jpg,0
avenue/train/01/0031.jpg,0
avenue/train/01/0032.jpg,0
avenue/train/01/0033.jpg,0
avenue/train/01/0034.jpg,0
avenue/train/01/0035.jpg,0
avenue/train/01/0036.jpg,0
avenue/train/01/0037.jpg,0
avenue/train/01/0038.jpg,0
avenue/train/01/0039.jpg,0
avenue/train/01/0040.jpg,0
avenue/train/01/0041.jpg,0
avenue/train/01/0042.jpg,0
avenue/train/01/0043.jpg,0
avenue/train/01/0044.jpg,0
avenue/train/01/0045.jpg,0
avenue/train/01/0046.jpg,0
avenue/train/01/0047.jpg,0
avenue/train/01/0048.jpg,0
avenue/train/01/0049.jpg,0
avenue/train/01/0050.jpg,0
avenue/train/01/0051.jpg,0
avenue/train/01/0052.jpg,0
avenue/train/01/0053.jpg,0
avenue/train/01/0054.jpg,0
avenue/train/01/0055.jpg,0
avenue/train/01/0056.jpg,0
avenue/train/01/0057.jpg,0
avenue/train/01/0058.jpg,0
avenue/train/01/0059.jpg,0
avenue/train/01/0060.jpg,0
avenue/train/01/0061.jpg,0
avenue/train/01/0062.jpg,0
avenue/train/01/0063.jpg,0
avenue/train/01/0064.jpg,0
avenue/train/01/0065.jpg,0
avenue/train/01/0066.jpg,0
avenue/train/01/0067.jpg,0
avenue/train/01/0068.jpg,0
avenue/train/01/0069.jpg,0
avenue/train/01/0070.jpg,0
avenue/train/01/0071.jpg,0
avenue/train/01/0072.jpg,0
avenue/train/01/0073.jpg,0
avenue/train/01/0074.jpg,0
avenue/train/01/0075.jpg,0
avenue/train/01/0076.jpg,0
avenue/train/01/0077.jpg,0
avenue/train/01/0078.jpg,0
avenue/train/01/0079.jpg,0
avenue/train/01/0080.jpg,0
avenue/train/01/0081.jpg,0
avenue/train/01/0082.jpg,0
avenue/train/01/0083.jpg,0
avenue/train/01/0084.jpg,0
avenue/train/01/0085.jpg,0
avenue/train/01/0086.jpg,0
avenue/train/01/0087.jpg,0
avenue/train/01/0088.jpg,0
avenue/train/01/0089.jpg,0
avenue/train/01/0090.jpg,0
avenue/train/01/0091.jpg,0
avenue/train/01/0092.jpg,0
avenue/train/01/0093.jpg,0
avenue/train/01/0094.jpg,0
avenue/train/01/0095.jpg,0
avenue/train/01/0096.jpg,0
avenue/train/01/0097.jpg,0
avenue/train/01/0098.jpg,0
avenue/train/01/0099.jpg,0
avenue/train/01/0100.jpg,0
avenue/train/01/0101.jpg,0
avenue/train/01/0102.jpg,0
avenue/train/01/0103.jpg,0
avenue/train/01/0104.jpg,0
avenue/train/01/0105.jpg,0
avenue/train/01/0106.jpg,0
avenue/train/01/0107.jpg,0
avenue/train/01/0108.jpg,0
avenue/train/01/0109.jpg,0
avenue/train/01/0110.jpg,0
avenue/train/01/0111.jpg,0
avenue/train/01/0112.jpg,0
avenue/train/01/0113.jpg,0
avenue/train/01/0114.jpg,0
avenue/train/01/0115.jpg,0
avenue/train/01/0116.jpg,0
avenue/train/01/0117.jpg,0
avenue/train/01/0118.jpg,0
avenue/train/01/0119.jpg,0
avenue/train/01/0120.jpg,0
avenue/train/01/0121.jpg,0
avenue/train/01/0122.jpg,0
avenue/train/01/0123.jpg,0
avenue/train/01/0124.jpg,0
avenue/train/01/0125.jpg,0
avenue/train/01/0126.jpg,0
avenue/train/01/0127.jpg,0
avenue/train/01/0128.jpg,0
avenue/train/01/0129.jpg,0
avenue/train/01/0130.jpg,0
avenue/train/01/0131.jpg,0
avenue/train/01/0132.jpg,0
avenue/train/01/0133.jpg,0
avenue/train/01/0134.jpg,0
avenue/train/01/0135.jpg,0
avenue/train/01/0136.jpg,0
avenue/train/01/0137.jpg,0
avenue/train/01/0138.jpg,0
avenue/train/01/0139.jpg,0
avenue/train/01/0140.jpg,0
avenue/train/01/0141.jpg,0
avenue/train/01/0142.jpg,0
avenue/train/01/0143.jpg,0
avenue/train/01/0144.jpg,0
avenue/train/01/0145.jpg,0
avenue/train/01/0146.jpg,0
avenue/train/01/0147.jpg,0
avenue/train/01/0148.jpg,0
avenue/train/01/0149.jpg,0
avenue/train/01/0150.jpg,0
avenue/train/01/0151.jpg,0
avenue/train/01/0152.jpg,0
avenue/train/01/0153.jpg,0
avenue/train/01/0154.jpg,0
avenue/train/01/0155.jpg,0
avenue/train/01/0156.jpg,0
avenue/train/01/0157.jpg,0
avenue/train/01/0158.jpg,0
avenue/train/01/0159.jpg,0
avenue/train/01/0160.jpg,0
avenue/train/01/0161.jpg,0
avenue/train/01/0162.jpg,0
avenue/train/01/0163.jpg,0
avenue/train/01/0164.jpg,0
avenue/train/01/0165.jpg,0
avenue/train/01/0166.jpg,0
avenue/train/01/0167.jpg,0
avenue/train/01/0168.jpg,0
avenue/train/01/0169.jpg,0
avenue/train/01/0170.jpg,0
avenue/train/01/0171.jpg,0
avenue/train/01/0172.jpg,0
avenue/train/01/0173.jpg,0
avenue/train/01/0174.jpg,0
avenue/train/01/0175.jpg,0
avenue/train/01/0176.jpg,0
avenue/train/01/0177.jpg,0
avenue/train/01/0178.jpg,0
avenue/train/01/0179.jpg,0
avenue/train/01/0180.jpg,0
avenue/train/01/0181.jpg,0
avenue/train/01/0182.jpg,0
avenue/train/01/0183.jpg,0
avenue/train/01/0184.jpg,0
avenue/train/01/0185.jpg,0
avenue/train/01/0186.jpg,0
avenue/train/01/0187.jpg,0
avenue/train/01/0188.jpg,0
avenue/train/01/0189.jpg,0
avenue/train/01/0190.jpg,0
avenue/train/01/0191.jpg,0
avenue/train/01/0192.jpg,0
avenue/train/01/0193.jpg,0
avenue/train/01/0194.jpg,0
avenue/train/01/0195.jpg,0
avenue/train/01/0196.jpg,0
avenue/train/01/0197.jpg,0
avenue/train/01/0198.jpg,0
avenue/train/01/0199.jpg,0
avenue/train/01/0200.jpg,0
avenue/train/01/0201.jpg,0
avenue/train/01/0202.jpg,0
avenue/train/01/0203.jpg,0
avenue/train/01/0204.jpg,0
avenue/train/01/0205.jpg,0
avenue/train/01/0206.jpg,0
avenue/train/01/0207.jpg,0
avenue/train/01/0208.jpg,0
avenue/train/01/0209.jpg,0
avenue/train/01/0210.jpg,0
avenue/train/01/0211.jpg,0
avenue/train/01/0212.jpg,0
avenue/train/01/0213.jpg,0
avenue/train/01/0214.jpg,0
avenue/train/01/0215.jpg,0
avenue/train/01/0216.jpg,0
avenue/train/01/0217.jpg,0
avenue/train/01/0218.jpg,0
avenue/train/01/0219.jpg,0
avenue/train/01/0220.jpg,0
avenue/train/01/0221.jpg,0
avenue/train/01/0222.jpg,0
avenue/train/01/0223.jpg,0
avenue/train/01/0224.jpg,0
avenue/train/01/0225.jpg,0
avenue/train/01/0226.jpg,0
avenue/train/01/0227.jpg,0
avenue/train/01/0228.jpg,0
avenue/train/01/0229.jpg,0
avenue/train/01/0230.jpg,0
avenue/train/01/0231.jpg,0
avenue/train/01/0232.jpg,0
avenue/train/01/0233.jpg,0
avenue/train/01/0234.jpg,0
avenue/train/01/0235.jpg,0
avenue/train/01/0236.jpg,0
avenue/train/01/0237.jpg,0
avenue/train/01/0238.jpg,0
avenue/train/01/0239.jpg,0
avenue/train/01/0240.jpg,0
avenue/train/01/0241.jpg,0
avenue/train/01/0242.jpg,0
avenue/train/01/0243.jpg,0
avenue/train/01/0244.jpg,0
avenue/train/01/0245.jpg,0
avenue/train/01/0246.jpg,0
avenue/train/01/0247.jpg,0
avenue/train/01/0248.jpg,0
avenue/train/01/0249.jpg,0
avenue/train/01/0250.jpg,0
avenue/train/01/0251.jpg,0
avenue/train/01/0252.jpg,0
avenue/train/01/0253.jpg,0
avenue/train/01/0254.jpg,0
avenue/train/01/0255.jpg,0
avenue/train/01/0256.jpg,0
avenue/train/01/0257.jpg,0
avenue/train/01/0258.jpg,0
avenue/train/01/0259.jpg,0
avenue/train/01/0260.jpg,0
avenue/train/01/0261.jpg,0
avenue/train/01/0262.jpg,0
avenue/train/01/0263.jpg,0
avenue/train/01/0264.jpg,0
avenue/train/01/0265.jpg,0
avenue/train/01/0266.jpg,0
avenue/train/01/0267.jpg,0
avenue/train/01/0268.jpg,0
avenue/train/01/0269.jpg,0
avenue/train/01/0270.jpg,0
avenue/train/01/0271.jpg,0
avenue/train/01/0272.jpg,0
avenue/train/01/0273.jpg,0
avenue/train/01/0274.jpg,0
avenue/train/01/0275.jpg,0
avenue/train/01/0276.jpg,0
avenue/train/01/0277.jpg,0
avenue/train/01/0278.jpg,0
avenue/train/01/0279.jpg,0
avenue/train/01/0280.jpg,0
avenue/train/01/0281.jpg,0
avenue/train/01/0282.jpg,0
avenue/train/01/0283.jpg,0
avenue/train/01/0284.jpg,0
avenue/train/01/0285.jpg,0
avenue/train/01/0286.jpg,0
avenue/train/01/0287.jpg,0
avenue/train/01/0288.jpg,0
avenue/train/01/0289.jpg,0
avenue/train/01/0290.jpg,0
avenue/train/01/0291.jpg,0
avenue/train/01/0292.jpg,0
avenue/train/01/0293.jpg,0
avenue/train/01/0294.jpg,0
